page,text,font_name,font_size,style,color_rgb,color_hex,bbox
18,Prof. N N Choudhuri Memorial ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(81.86399841308594, 421.45867919921875, 210.79722595214844, 432.61724853515625)"
18,Annual Lecture – 2018 ,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(99.16799926757812, 432.7386779785156, 193.6300048828125, 443.8972473144531)"
18,National Workshop on The Antiquity of Indian Culture and Linguistic ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(235.5399932861328, 421.45867919921875, 519.2083740234375, 432.61724853515625)"
18,Speculations - 2018 ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(336.3599853515625, 432.7386779785156, 418.3699951171875, 443.8972473144531)"
18,8. Academic contributions by the Faculty Members  ,"Times New Roman,Bold",13.92,bold,"(0, 32, 96)",#002060,"(72.02400207519531, 460.0372619628906, 385.2200012207031, 475.4466857910156)"
18,A.,"Times New Roman,Bold",12.0,bold,"(0, 176, 80)",#00B050,"(90.02400207519531, 486.24798583984375, 101.66400146484375, 499.531982421875)"
18,Projects awarded- ,"Times New Roman,Bold",12.0,bold,"(0, 176, 80)",#00B050,"(108.05000305175781, 486.24798583984375, 204.6699981689453, 499.531982421875)"
18,Year 2012-13 ,"Times New Roman,Bold",12.0,bold,"(0, 0, 0)",#000000,"(281.3800048828125, 499.68798828125, 352.82000732421875, 512.9719848632812)"
18,NAME OF ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.50399780273438, 525.8787231445312, 131.87998962402344, 537.0372924804688)"
18,FACULTY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.50399780273438, 537.3987426757812, 133.1300048828125, 548.5573120117188)"
18,Designation ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(163.02999877929688, 525.8787231445312, 213.79000854492188, 537.0372924804688)"
18,TITLE OF THE ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(230.5, 525.8787231445312, 297.9956359863281, 537.0372924804688)"
18,PROJECT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(230.5, 537.3987426757812, 275.2599792480469, 548.5573120117188)"
18,FUNDING ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(334.20001220703125, 525.8787231445312, 381.6199951171875, 537.0372924804688)"
18,AGENCY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(334.20001220703125, 537.3987426757812, 378.5, 548.5573120117188)"
18,TOTAL AMOUNT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(428.57000732421875, 525.8787231445312, 510.30999755859375, 537.0372924804688)"
18,SANCTIONED ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(428.57000732421875, 537.3987426757812, 494.9499816894531, 548.5573120117188)"
18,Prof. Ramesh ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 549.6387329101562, 145.29647827148438, 560.7973022460938)"
18,C. Bharadwaj ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 561.1587524414062, 147.0500030517578, 572.3173217773438)"
18,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 549.3987426757812, 203.23001098632812, 560.5573120117188)"
18,Historiography ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 549.3987426757812, 293.41943359375, 560.5573120117188)"
18,of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(314.88983154296875, 549.3987426757812, 325.80645751953125, 560.5573120117188)"
18,Mimamnsa ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 560.9187622070312, 278.1078186035156, 572.0773315429688)"
18,Philosophy. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 572.4686889648438, 280.53997802734375, 583.6272583007812)"
18,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(334.20001220703125, 549.3987426757812, 380.41998291015625, 560.5573120117188)"
18,"80,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(428.57000732421875, 549.3987426757812, 458.69000244140625, 560.5573120117188)"
18,Year 2013-14 ,"Times New Roman,Bold",12.0,bold,"(0, 0, 0)",#000000,"(263.3800048828125, 595.9579467773438, 334.79998779296875, 609.241943359375)"
18,NAME OF ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.50399780273438, 622.1487426757812, 131.87998962402344, 633.3073120117188)"
18,FACULTY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.50399780273438, 633.668701171875, 133.1300048828125, 644.8272705078125)"
18,Designation ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(163.02999877929688, 622.1487426757812, 213.79000854492188, 633.3073120117188)"
18,TITLE OF THE PROJECT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(230.5, 622.1487426757812, 342.7200012207031, 633.3073120117188)"
18,FUNDING ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(351.9800109863281, 622.1487426757812, 399.3799743652344, 633.3073120117188)"
18,AGENCY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(351.9800109863281, 633.668701171875, 396.2599792480469, 644.8272705078125)"
18,TOTAL AMOUNT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(433.1300048828125, 622.1487426757812, 514.8699951171875, 633.3073120117188)"
18,SANCTIONED ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(433.1300048828125, 633.668701171875, 499.5099792480469, 644.8272705078125)"
18,Dr. Om Nath ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 645.9087524414062, 143.4499969482422, 657.0673217773438)"
18,Bimali ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 657.44873046875, 115.3699951171875, 668.6072998046875)"
18,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 645.668701171875, 204.40841674804688, 656.8272705078125)"
18,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 657.208740234375, 203.23001098632812, 668.3673095703125)"
18,खण्डदेवकृत,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 645.554443359375, 271.8783874511719, 658.44677734375)"
18,‘मत्वर्यलक्षणाखण्डनम् ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 659.0144653320312, 311.0822448730469, 671.9067993164062)"
18,का ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(331.55999755859375, 659.0144653320312, 343.9584045410156, 671.9067993164062)"
18,समालोिनात्मक संस्करण ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 672.4544677734375, 323.5283203125, 685.3468017578125)"
18,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 645.668701171875, 398.17999267578125, 656.8272705078125)"
18,"50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(433.1300048828125, 645.668701171875, 463.25, 656.8272705078125)"
18,Dr. Bhartendu ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 686.7286987304688, 149.9300079345703, 697.8872680664062)"
18,Pandey ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 698.0087280273438, 118.72999572753906, 709.1672973632812)"
18,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 686.4887084960938, 204.40841674804688, 697.6472778320312)"
18,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 697.7687377929688, 203.23001098632812, 708.9273071289062)"
18,‘काव्यप्रकाश’ की हैमवती टीका ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 686.3744506835938, 343.9128112792969, 699.2667846679688)"
18,का समीक्षात्मक अध्र्र्न : ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 699.574462890625, 343.96246337890625, 712.466796875)"
18,प्रर्म उल्लास के सन्दिय में। ,Arial Unicode MS,10.08,monospace,"(0, 0, 0)",#000000,"(230.5, 713.0144653320312, 327.8822326660156, 725.9067993164062)"
18,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 686.4887084960938, 398.17999267578125, 697.6472778320312)"
18,"50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(433.1300048828125, 686.4887084960938, 463.25, 697.6472778320312)"
19,"Information Brochure, Department of Sanskrit ",Times New Roman,12.0,regular,"(112, 48, 160)",#7030A0,"(186.07000732421875, 35.64796447753906, 412.1300048828125, 48.93196487426758)"
19,15 ,Calibri,11.04,regular,"(0, 0, 0)",#000000,"(292.20001220703125, 782.0159301757812, 305.7350158691406, 793.0559692382812)"
19,Dr.  Satyamurti ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 72.63871765136719, 154.49000549316406, 83.79727172851562)"
19,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 72.39872741699219, 202.2512969970703, 83.55728149414062)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 83.91868591308594, 203.23001098632812, 95.07723999023438)"
19,Translation of a particular ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 72.39872741699219, 343.56732177734375, 83.55728149414062)"
19,portion ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 83.91868591308594, 262.0201416015625, 95.07723999023438)"
19,of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(290.23406982421875, 83.91868591308594, 300.67694091796875, 95.07723999023438)"
19,the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(328.890869140625, 83.91868591308594, 343.6379089355469, 95.07723999023438)"
19,Nyayabhusana,"Times New Roman,Italic",10.08,italic,"(0, 0, 0)",#000000,"(230.5, 95.43870544433594, 290.2543029785156, 106.59725952148438)"
19,of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(333.0, 95.43870544433594, 343.6747131347656, 106.59725952148438)"
19,Bhasarvajna with critical ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 106.95872497558594, 343.54718017578125, 118.11727905273438)"
19,notes. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 118.47868347167969, 256.5400085449219, 129.63723754882812)"
19,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 72.39872741699219, 398.17999267578125, 83.55728149414062)"
19,"50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(433.1300048828125, 72.39872741699219, 463.25, 83.55728149414062)"
19,Dr.Ranjit ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 136.2687225341797, 128.3300018310547, 147.42727661132812)"
19,Behera ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(84.50399780273438, 147.78868103027344, 117.52999877929688, 158.94723510742188)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 136.0287322998047, 204.40841674804688, 147.18728637695312)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(163.02999877929688, 147.54869079589844, 203.23001098632812, 158.70724487304688)"
19,An-Indepth study of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 136.0287322998047, 313.8860778808594, 147.18728637695312)"
19,Implementation of  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 147.54869079589844, 309.5171203613281, 158.70724487304688)"
19,Sanskrit Language ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 158.82872009277344, 307.8539123535156, 169.98727416992188)"
19,Curriculum at upper ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 170.3486785888672, 314.0833435058594, 181.50723266601562)"
19,primary stage ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 181.8686981201172, 287.7599792480469, 193.02725219726562)"
19,"ERIC Project, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 136.0287322998047, 410.605224609375, 147.18728637695312)"
19,"NCERT, New ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 147.54869079589844, 410.8673400878906, 158.70724487304688)"
19,Delhi  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(351.9800109863281, 158.82872009277344, 379.2200012207031, 169.98727416992188)"
19,"3,82,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(433.1300048828125, 136.0287322998047, 470.69000244140625, 147.18728637695312)"
19,Year 2014-15,"Times New Roman,Bold",12.0,bold,"(0, 0, 0)",#000000,"(252.10000610351562, 214.4980010986328, 320.2799987792969, 227.78199768066406)"
19,NAME OF ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.74400329589844, 240.68870544433594, 132.1199951171875, 251.84725952148438)"
19,FACULTY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(84.26399993896484, 252.20872497558594, 132.88999938964844, 263.3672790527344)"
19,Designation ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(150.77000427246094, 240.68870544433594, 201.5500030517578, 251.84725952148438)"
19,TITLE OF THE PROJECT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(225.6999969482422, 240.68870544433594, 337.91998291015625, 251.84725952148438)"
19,FUNDING ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(373.1000061035156, 240.68870544433594, 420.5299987792969, 251.84725952148438)"
19,AGENCY ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(374.5400085449219, 252.20872497558594, 418.8499755859375, 263.3672790527344)"
19,TOTAL ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(460.489990234375, 240.68870544433594, 495.8607177734375, 251.84725952148438)"
19,AMOUNT ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(454.9700012207031, 252.20872497558594, 501.42999267578125, 263.3672790527344)"
19,SANCTIONED ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(445.1300048828125, 263.7286682128906, 511.5099792480469, 274.8872375488281)"
19,Dr. Meera ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 275.9687194824219, 124.25, 287.1272888183594)"
19,Dwivedi ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 287.4886779785156, 114.88999938964844, 298.6472473144531)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 275.7286682128906, 189.7484130859375, 286.8872375488281)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 287.2486877441406, 188.5900115966797, 298.4072570800781)"
19,Environmentand Ecology in the ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 275.7286682128906, 351.4045715332031, 286.8872375488281)"
19,light of Sanskrit Literature ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 287.2486877441406, 321.1199951171875, 298.4072570800781)"
19,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(359.8999938964844, 275.7286682128906, 406.0999755859375, 286.8872375488281)"
19,"60,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(442.010009765625, 275.7286682128906, 472.1299743652344, 286.8872375488281)"
19,Dr.Ranjit  ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 299.4886779785156, 123.7699966430664, 310.6472473144531)"
19,Behera ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 311.0386657714844, 110.32999420166016, 322.1972351074219)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 299.2486877441406, 189.7484130859375, 310.4072570800781)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 310.7986755371094, 188.5900115966797, 321.9572448730469)"
19,Rgvediyasayanabhasyagata-,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 299.2486877441406, 325.796630859375, 310.4072570800781)"
19,devavisayaka-nirvachana-,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 310.7986755371094, 316.9166259765625, 321.9572448730469)"
19,vimarsah ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 322.3186950683594, 251.5, 333.4772644042969)"
19,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(359.8999938964844, 299.2486877441406, 406.0999755859375, 310.4072570800781)"
19,"50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(442.010009765625, 299.2486877441406, 472.1299743652344, 310.4072570800781)"
19,Dr. Pankaj K. ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 334.5586853027344, 139.7798309326172, 345.7172546386719)"
19,Mishra ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 346.0787048339844, 111.04999542236328, 357.2372741699219)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 334.3186950683594, 189.7484130859375, 345.4772644042969)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 345.83868408203125, 188.5900115966797, 356.99725341796875)"
19,Sarvadarshanasangraha ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 334.3186950683594, 308.5242614746094, 345.4772644042969)"
19,Mein ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(328.06939697265625, 334.3186950683594, 351.6009521484375, 345.4772644042969)"
19,Pravartita Carvaka Darshan Evam ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 345.83868408203125, 351.6199951171875, 356.99725341796875)"
19,Iski Prasangikta ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 357.35870361328125, 278.8599853515625, 368.51727294921875)"
19,"R&D, D.U. ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(359.8999938964844, 334.3186950683594, 408.5, 345.4772644042969)"
19,"55,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(442.010009765625, 334.3186950683594, 472.1299743652344, 345.4772644042969)"
19,Dr.Shruti  ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.86399841308594, 373.1986999511719, 122.32999420166016, 384.3572692871094)"
19,Rai ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(75.86399841308594, 384.71868896484375, 93.26399993896484, 395.87725830078125)"
19,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 372.95867919921875, 187.59129333496094, 384.11724853515625)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 384.47869873046875, 188.5900115966797, 395.63726806640625)"
19,Elements of Bhartrihari’s ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 372.95867919921875, 316.4168395996094, 384.11724853515625)"
19,Philosophy towards Shaping ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 384.47869873046875, 329.1177062988281, 395.63726806640625)"
19,Abhinavagupta’s Philosophy of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 395.7786865234375, 341.133056640625, 406.937255859375)"
19,Language ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 407.2986755371094, 254.13999938964844, 418.4572448730469)"
19,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(359.8999938964844, 372.95867919921875, 406.0999755859375, 384.11724853515625)"
19,"60,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(442.010009765625, 372.95867919921875, 472.1299743652344, 384.11724853515625)"
19,Dr.Subhash ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 419.5386962890625, 130.455810546875, 430.697265625)"
19,Chandra ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 431.0586853027344, 118.25, 442.2172546386719)"
19,Assistant ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 419.2986755371094, 187.59129333496094, 430.4572448730469)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(148.3699951171875, 430.8186950683594, 188.5900115966797, 441.9772644042969)"
19,Development of Web Based ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 419.2986755371094, 327.4846496582031, 430.4572448730469)"
19,Expert System for Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 430.8186950683594, 323.0208435058594, 441.9772644042969)"
19,Grammar for E-Learning: In Case ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 442.33868408203125, 350.8071594238281, 453.49725341796875)"
19,of Subanta Prakarana based on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 453.85870361328125, 338.0948486328125, 465.01727294921875)"
19,Laghusiddhantkaumudi ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(212.22999572753906, 465.3786926269531, 309.1199951171875, 476.5372619628906)"
19,"R&D, D.U ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(359.8999938964844, 419.2986755371094, 406.0999755859375, 430.4572448730469)"
19,"60,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(442.010009765625, 419.2986755371094, 472.1299743652344, 430.4572448730469)"
19,Year 2015-16 ,"Times New Roman,Bold",12.0,bold,"(0, 0, 0)",#000000,"(252.10000610351562, 477.6080017089844, 323.5199890136719, 490.8919982910156)"
19,Name of faculty ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(77.30400085449219, 503.7986755371094, 144.88999938964844, 514.957275390625)"
19,Designation ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(169.50999450683594, 503.7986755371094, 220.27000427246094, 514.957275390625)"
19,Title of the project ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(230.5, 503.7986755371094, 307.67999267578125, 514.957275390625)"
19,Funding ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(397.1000061035156, 503.7986755371094, 433.0099792480469, 514.957275390625)"
19,Agency ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(397.1000061035156, 515.3187255859375, 430.8499755859375, 526.477294921875)"
19,Total amount ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(447.5299987792969, 503.7986755371094, 503.5899963378906, 514.957275390625)"
19,Sanctioned ,Times New Roman,10.08,regular,"(255, 255, 255)",#FFFFFF,"(447.5299987792969, 515.3187255859375, 494.4700012207031, 526.477294921875)"
19,Dr. Meera ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 527.5587158203125, 124.25, 538.71728515625)"
19,Dwivedi ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 539.0787353515625, 114.88999938964844, 550.2373046875)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 527.3187255859375, 210.88841247558594, 538.477294921875)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 538.8386840820312, 209.7100067138672, 549.9972534179688)"
19,Acting & Script Writing : In the light ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 527.3187255859375, 382.2801208496094, 538.477294921875)"
19,of Sanskrit Dramaturgical Tradition  ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 538.8386840820312, 379.2200012207031, 549.9972534179688)"
19,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 527.3187255859375, 423.61041259765625, 538.477294921875)"
19,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 538.8386840820312, 416.69000244140625, 549.9972534179688)"
19,"1,50,000 ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 527.3187255859375, 485.1099853515625, 538.477294921875)"
19,Dr. Daya Shankar ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 551.0787353515625, 158.0044403076172, 562.2373046875)"
19,Tiwary ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 562.5986938476562, 111.04999542236328, 573.7572631835938)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 550.8386840820312, 210.88841247558594, 561.9972534179688)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 562.3587036132812, 209.7100067138672, 573.5172729492188)"
19,Preparation of Textbook for B.A. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 550.8386840820312, 366.3682861328125, 561.9972534179688)"
19,(Programme) Sanskrit on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 562.3587036132812, 334.2231750488281, 573.5172729492188)"
19,Mathematical Tradition in Sanskrit ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 573.9087524414062, 373.2932434082031, 585.0673217773438)"
19,"(DSE-5) under the scheme CBCS, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 585.188720703125, 370.0032653808594, 596.3472900390625)"
19,University of Delhi. ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 596.708740234375, 313.1999816894531, 607.8673095703125)"
19,"R&D, ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 550.8386840820312, 423.61041259765625, 561.9972534179688)"
19,D.U ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(397.1000061035156, 562.3587036132812, 416.69000244140625, 573.5172729492188)"
19,"1,50,000  ",Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(447.5299987792969, 550.8386840820312, 487.5099792480469, 561.9972534179688)"
19,Dr. Satyapal Singh ,"Times New Roman,Bold",10.08,bold,"(0, 0, 0)",#000000,"(77.30400085449219, 608.94873046875, 160.75, 620.1072998046875)"
19,Associate ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 608.708740234375, 210.88841247558594, 619.8673095703125)"
19,Professor ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(169.50999450683594, 620.2286987304688, 209.7100067138672, 631.3872680664062)"
19,“A lucid Hindi Commentary on ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 608.708740234375, 359.7799987792969, 619.8673095703125)"
19,Prakriyā portion of ,Times New Roman,10.08,regular,"(0, 0, 0)",#000000,"(230.5, 620.2286987304688, 308.78131103515625, 631.3872680664062)"
